ID,Wait time,Country,City,Department,Minutes,Vote status,Came from,Chat content
4057,43,Uganda,,customer support,04:41:03,NONE,www.google.com,"2017-07-07 04:41:03 hope: i want a job related to ICT
2017-07-07 04:41:08 Live Support: welcome to Vision Group
2017-07-07 04:41:46 System assistant: joseph banyu has accepted the chat!
2017-07-07 04:42:47 joseph banyu: For all job advertisements made with or by our Company you can access them on our website at http://www.newvision.co.ug/category/jobs, 
OR
Via our Newspapers, you can get a copy of our E paper, for mobile access: http://www.visiongroup.co.ug/mobile/app/ or
for desktop access: :https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.

And for Details/ further inquiries to specific jobs to specific companies we advise you contact the respective companies directly.
2017-07-07 04:42:47 hope: hello hi doing I really want to know hw to write an application
2017-07-07 04:45:09 joseph banyu: We don't offer We don't offer &quot;How to write Application&quot; services.
2017-07-07 04:46:28 hope: so how can you help me
2017-07-07 04:50:18 joseph banyu: How would you like us to help you?
2017-07-07 05:44:32 joseph banyu: Thank you for your time.

You are currently inactive online so i will close the Chat.  But for any further or future inquiries, do not hesitate to chat us up.
2017-07-07 05:44:34 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4056,154,Japan,,customer support,03:32:33,NONE,www.google.com,"2017-07-07 03:32:33 Owach : Hello, I'd love to get the official new vision news email address and phone number. Thank you
2017-07-07 03:32:38 Live Support: welcome to Vision Group
2017-07-07 03:35:07 System assistant: joseph banyu has accepted the chat!
2017-07-07 03:36:43 joseph banyu: Hello Owach, news@newvision.co.ug, 0414337000 / 0312337000
2017-07-07 03:43:15 Owach : Thank you Joseph
2017-07-07 03:45:08 joseph banyu: Thank you for your time.
2017-07-07 03:45:11 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4055,158,Uganda,,customer support,03:31:15,NONE,www.google.com,"2017-07-07 03:31:15 simon: help me with the article or story about kiwalaabye male's school that got burnt
2017-07-07 03:31:20 Live Support: welcome to Vision Group
2017-07-07 03:31:35 simon: thx
2017-07-07 03:33:53 System assistant: joseph banyu has accepted the chat!
2017-07-07 03:34:50 joseph banyu: Hello Simon, You can Get a copy of our E paper, for mobile App access: http://www.visiongroup.co.ug/mobile/app/ 
OR 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-07 04:30:19 joseph banyu: Thank you for your time.

You are currently inactive online so i will close the Chat.  But for any further or future inquiries, do not hesitate to chat us up.
2017-07-07 04:30:21 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4054,125,Uganda,,Advertising,03:22:20,NONE,,"2017-07-07 03:22:20 Stephen : Can I be notified of bids for security services 
For My security company
2017-07-07 03:22:25 Live Support: welcome to Vision Group
2017-07-07 03:24:25 System assistant: joseph banyu has accepted the chat!
2017-07-07 03:25:48 joseph banyu: You are currently already on chat with our Personnel on the same topic please refer to your previous chat.
2017-07-07 03:26:22 joseph banyu: Thank you for your time.
2017-07-07 03:26:27 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4053,18,Uganda,,Advertising,03:16:00,NONE,,"2017-07-07 03:16:00 Stephen : Can I be notified of bids for security services 
For My security company
2017-07-07 03:16:05 Live Support: welcome to Vision Group
2017-07-07 03:16:18 System assistant: joseph banyu has accepted the chat!
2017-07-07 03:18:05 Stephen : I would like to be notified of any company that wants security services either by bid or any advertisement ways
2017-07-07 03:22:11 joseph banyu: Hello Stephen we dont provide Notification services for Tenders, but you can visit our website www.newvision.co.ug, search for Tenders, and you will be able view by year.
2017-07-07 03:24:21 joseph banyu: you can also look out for our  Newvision Every Thursday for the various tender advertisment made.
2017-07-07 04:30:44 joseph banyu: Thank You for Your time.
2017-07-07 04:30:48 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4052,98,Uganda,,Editorial,02:41:29,NONE,www.google.com,"2017-07-07 02:41:29 Julius: Kindly could you avail me with the link of Page 28 new vision of today. with the heading sembatya replicates global business success in Uganda
2017-07-07 02:41:34 Live Support: welcome to Vision Group
2017-07-07 02:42:27 Julius: Kindly could you avail me with the link of Page 28 new vision of today. with the heading sembatya replicates global business success in Uganda
2017-07-07 02:43:07 System assistant: joseph banyu has accepted the chat!
2017-07-07 02:44:15 joseph banyu: Hello Julius, You can Get a copy of our E paper, for mobile App access: http://www.visiongroup.co.ug/mobile/app/ 
OR 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-07 02:52:22 Julius: thxx ive followed and created an account but they are telling me when i try to download or read they say access denied
2017-07-07 02:54:34 Julius: do i need to pay some money???
2017-07-07 02:56:41 joseph banyu: The E paper is at a cost.
2017-07-07 02:57:04 Julius: how is it paid for?
2017-07-07 03:00:05 joseph banyu: When you open an account, you acquire a wallet which you will need to credit using mobile money or credit card, to help you make payment for your E paper everytime you need to download a copy
2017-07-07 03:05:54 Julius: bt i cant see those options
2017-07-07 03:06:35 Julius: i only see wallet top up, and when i put the money , nothing pops up
2017-07-07 03:12:19 joseph banyu: what access are you on, the App or on desktop
2017-07-07 03:33:50 joseph banyu: Please retry and ensure you have an internet connection. steps to follow are; Log into  Account, CLICK Wallet Topup and fill in the Details required.
2017-07-07 04:31:01 joseph banyu: Thank you for your time.

You are currently inactive online so i will close the Chat.  But for any further or future inquiries, do not hesitate to chat us up.
2017-07-07 04:31:04 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4051,743,United States,,customer support,23:07:13,NONE,www.google.com,"2017-07-06 23:07:13 Lonnie: I am looking for a good woman in her 35 to 50 black or white I am a black man 50 I'm 5 8 and a185 pounds
2017-07-06 23:07:18 Live Support: welcome to Vision Group
2017-07-06 23:19:36 System assistant: Simon Peter  Engoru has accepted the chat!
2017-07-06 23:19:44 System assistant: simon (sengoru@newvision.co.ug) has closed the chat!"
4050,22,United States,,customer support,23:04:02,UP,www.google.com,"2017-07-06 23:04:02 Lonnie: I am looking for a good woman in her 35 to 50 black or white I am a black man 50 I'm 5 8 and a185 pounds
2017-07-06 23:04:07 Live Support: welcome to Vision Group
2017-07-06 23:04:24 System assistant: Simon Peter  Engoru has accepted the chat!
2017-07-06 23:08:03 Simon Peter  Engoru: Hello lonnie sms to 8338 your specifications including the kind of woman you want and your message will be published in Saturday vision in the lonely hearts section.
2017-07-06 23:10:21 System assistant: simon (sengoru@newvision.co.ug) has closed the chat!"
4049,69,Uganda,,Editorial,06:41:48,NONE,www.google.com,"2017-07-06 06:41:48 Douglas: I need some news archives on three topics: Youth unemployment, Insecurity, and the education system. All of Uganda.
2017-07-06 06:41:53 Live Support: welcome to Vision Group
2017-07-06 06:42:57 System assistant: atuhaire elizabeth has accepted the chat!
2017-07-06 06:43:43 atuhaire elizabeth: Hello Douglas,You can Get a copy of our E paper, for mobile access: http://www.visiongroup.co.ug/mobile/app/ 
OR 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-06 06:44:25 Douglas: okay, any financial requirements needed?
2017-07-06 06:45:01 atuhaire elizabeth: Yes
2017-07-06 06:45:41 Douglas: How much?
2017-07-06 08:28:54 System assistant: elizabeth (eatuhaire@newvision.co.ug) has closed the chat!"
4048,426,United Arab Emirates,,customer support,05:16:28,NONE,www.google.ae,"2017-07-06 05:16:28 hERBERT: HARD WARE UPDATE 2017
2017-07-06 05:16:33 Live Support: welcome to Vision Group
2017-07-06 05:16:57 hERBERT: CAN YOU LET ME KNOW THE HARD WARE UPDATES TODAY?
2017-07-06 05:17:02 hERBERT: PRICE
2017-07-06 05:23:34 System assistant: atuhaire elizabeth has accepted the chat!
2017-07-06 05:27:23 atuhaire elizabeth: Hello Herbert, This is Vision Group,please visit our websites for our services and products on www.newvision.co.ug, www.visiongroup.co.ug and www.bukedde.co.ug.
2017-07-06 08:29:43 System assistant: elizabeth (eatuhaire@newvision.co.ug) has closed the chat!"
4047,45,Uganda,,customer support,05:14:06,NONE,www.google.com,"2017-07-06 05:14:06 agaba: what are other two ways URA can expand tax base in Uganda and how can it be collected
2017-07-06 05:14:11 Live Support: welcome to Vision Group
2017-07-06 05:14:51 System assistant: joseph banyu has accepted the chat!
2017-07-06 05:42:58 joseph banyu: Hello Agaba,  Please contact URA for a response to your inquiry.
2017-07-06 07:26:14 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4046,279,Uganda,,customer support,05:06:20,NONE,www.google.com,"2017-07-06 05:06:20 Arthur: please send me yesterday's mwalimu article on the email above please
2017-07-06 05:06:25 Live Support: welcome to Vision Group
2017-07-06 05:10:59 System assistant: joseph banyu has accepted the chat!
2017-07-06 05:11:40 joseph banyu: Hello Arthur, You can Get a copy of our E paper, for mobile App access: http://www.visiongroup.co.ug/mobile/app/ 
OR 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-06 05:13:09 Arthur: ok thanx
2017-07-06 07:26:54 joseph banyu: Thank you for your time.

For any further or future inquiries, do not hesitate to chat us up.
2017-07-06 07:26:57 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4045,306,Uganda,,Hot News,04:42:44,NONE,www.google.com,"2017-07-06 04:42:44 shadrak: the general current status of supermarkets in Uganda &amp; why they end up that way
2017-07-06 04:42:49 Live Support: welcome to Vision Group
2017-07-06 04:43:00 shadrak: thank you
2017-07-06 04:44:27 shadrak: is there any news on the general current status of supermarkets in Uganda and why they end up that way?
2017-07-06 04:47:50 System assistant: joseph banyu has accepted the chat!
2017-07-06 05:10:45 joseph banyu: Hello You can search our website in reference to your context on our websites, on www.newvision.co.ug and www.bukedde.co.ug.
2017-07-06 07:26:05 joseph banyu: Thank you for your time.

You are currently inactive online, Chat will be closed. For  further or future inquiries, do not hesitate to chat us up.
2017-07-06 07:26:07 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4044,292,Uganda,,customer support,03:57:48,NONE,www.facebook.com,"2017-07-06 03:57:48 AHEREZA ANDREW: SUPPLY CHAIN PLANNING MANAGER
2017-07-06 03:57:53 Live Support: welcome to Vision Group
2017-07-06 03:59:09 AHEREZA ANDREW: I may wish to apply on job advert
2017-07-06 04:02:40 System assistant: joseph banyu has accepted the chat!
2017-07-06 04:03:29 AHEREZA ANDREW: how can i apply
2017-07-06 04:05:13 joseph banyu: Please Visit our website at http://www.newvision.co.ug/category/jobs and You can as well look out for various job advertisements made in our Newspaper prints. 
By getting yourself a copy of E paper:for mobile access: http://www.visiongroup.co.ug/mobile/app/ or 
for desktop access: https://vpg.visiongroup.co.ug/flippaper/personal/
and follow the prompts
2017-07-06 04:05:42 joseph banyu: All adverts made contact How to apply.
2017-07-06 07:27:26 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4043,207,Uganda,,customer support,03:51:47,NONE,www.newvision.co.ug,"2017-07-06 03:51:47 Nanondo Lydia: i would like a job advert of parliamentary commission 2016
2017-07-06 03:51:52 Live Support: welcome to Vision Group
2017-07-06 03:52:58 Nanondo Lydia: ok thank u
2017-07-06 03:55:14 System assistant: joseph banyu has accepted the chat!
2017-07-06 03:56:59 joseph banyu: Helloi Lydia, All job advertised with us can be found on our website at http://www.newvision.co.ug/category/jobs and You can as well look out for various job advertisements made in our Newspaper prints. 

You can get yourself a copy of E paper:for mobile access: http://www.visiongroup.co.ug/mobile/app/ or 
for desktop access: https://vpg.visiongroup.co.ug/flippaper/personal/
and follow the prompts
2017-07-06 04:07:57 Nanondo Lydia: it has failed coz the problem is i dont remember the month and date i only know the year of the advert
2017-07-06 04:10:37 joseph banyu: You will need to visit our library Mon - Fri 9am - 4pm or contact the Parlilament directly.
2017-07-06 07:27:54 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4042,148,Uganda,,customer support,01:29:53,NONE,,"2017-07-06 01:29:53 Nassuuna Yvonne: I want to buy today's new vision online. I am however required to create an account but the place where it is provided that I click to create a new account is not responding. Kindly help today and now because I need to read one of the articles
2017-07-06 01:29:58 Live Support: welcome to Vision Group
2017-07-06 01:31:09 Nassuuna Yvonne: Thanks
2017-07-06 01:31:29 Nassuuna Yvonne: are you able to help me ?
2017-07-06 01:32:21 System assistant: joseph banyu has accepted the chat!
2017-07-06 01:58:01 joseph banyu: Hello Yvonne, You can Get a copy of our E paper, for mobile App access: http://www.visiongroup.co.ug/mobile/app/ 
OR 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-06 03:13:02 joseph banyu: Thank you for your time.

You are currently inactive online so i will close the Chat.  But for any further or future inquiries, do not hesitate to chat us up.
2017-07-06 03:46:34 Nassuuna Yvonne: Thank u
2017-07-06 04:35:40 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4041,110,Uganda,,customer support,17:47:53,NONE,,"2017-07-05 17:40:08 kasozi: looking for a job,
2017-07-05 17:40:13 Live Support: welcome to Vision Group
2017-07-05 17:41:58 System assistant: Paul Ochen has accepted the chat!
2017-07-05 17:42:18 Paul Ochen: Hello Kasozi, For all job advertisements made with our Company you can access them on our website at http://www.newvision.co.ug/category/jobs, 
OR
Via our Newspapers, you can get a copy of our E paper, for mobile access: http://www.visiongroup.co.ug/mobile/app/ or
for desktop access: :https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.

And for Details/ further inquiries to specific jobs to specific companies we advise you contact the respective companies directly.
2017-07-05 17:46:22 Paul Ochen: Thank you for your time.

You are currently inactive online so i will close the Chat.  But for any further or future inquiries, do not hesitate to chat us up.
2017-07-05 17:46:26 System assistant: Paul (pochen@newvision.co.ug) has closed the chat!
2017-07-05 17:48:11 System assistant: Paul Ochen has accepted the chat!
2017-07-05 18:39:40 System assistant: Paul (pochen@newvision.co.ug) has closed the chat!"
4040,21629,Uganda,,customer support,09:19:44,NONE,,"2017-07-05 09:19:44 kwitegetse penlope: i would like to be guided on how to access the minimum requirements for this job
2017-07-05 09:19:49 Live Support: welcome to Vision Group
2017-07-05 09:20:59 kwitegetse penlope: minimum requirements for this brac job
2017-07-05 15:20:13 System assistant: Paul Ochen has accepted the chat!
2017-07-05 15:23:09 System assistant: Paul (pochen@newvision.co.ug) has closed the chat!"
4039,718,Uganda,,Advertising,09:02:06,NONE,,"2017-07-05 09:02:06 ivan: in detail i want to know the kinds of adverts you put in Saturday and Sunday papers
2017-07-05 09:02:11 Live Support: welcome to Vision Group
2017-07-05 09:08:51 ivan: thanx ,my reply
2017-07-05 09:14:04 System assistant: joseph banyu has accepted the chat!
2017-07-05 09:16:05 joseph banyu: Hello Ivan, what do you want to advertise?
2017-07-06 00:38:47 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4038,804,Uganda,,customer support,08:38:54,NONE,,"2017-07-05 08:21:45 EMMA: Do you offer intrnship opportunities there
2017-07-05 08:21:50 Live Support: welcome to Vision Group
2017-07-05 08:35:09 System assistant: joseph banyu has accepted the chat!
2017-07-05 08:35:26 joseph banyu: Vision group has got two intakes for the internship program that is January and June, Look out for the Advert for Applications: in the months of November and December for the January intake while March and April is for the June intake.
2017-07-05 08:36:22 EMMA: okay thank you joseph
2017-07-05 08:37:49 joseph banyu: Thank you for your time.

For any further or future inquiries, do not hesitate to chat us up.
2017-07-05 08:37:54 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!
2017-07-05 08:48:27 EMMA: how do i get a job in new vision
2017-07-05 08:58:15 System assistant: joseph banyu has accepted the chat!
2017-07-05 08:58:58 joseph banyu: Visit our website at http://www.newvision.co.ug/category/jobs and You can as well look out for various job advertisements made in our Newspaper prints. 

You can get yourself a copy of E paper:for mobile access: http://www.visiongroup.co.ug/mobile/app/ or 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-05 09:16:45 joseph banyu: Thank you for your time.

You are currently inactive online so i will close the Chat.  But for any further or future inquiries, do not hesitate to chat us up.
2017-07-05 09:16:50 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4037,1633,Uganda,,customer support,08:06:01,NONE,,"2017-07-05 08:06:01 Rusagara micheal: i Need a job
2017-07-05 08:06:06 Live Support: welcome to Vision Group
2017-07-05 08:33:14 System assistant: joseph banyu has accepted the chat!
2017-07-05 08:35:05 joseph banyu: For all job posting Visit our website at http://www.newvision.co.ug/category/jobs and You can as well look out for various job advertisements made in our Newspaper prints. 

You can get yourself a copy of E paper:for mobile access: http://www.visiongroup.co.ug/mobile/app/ or 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-05 09:16:13 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4036,1904,Uganda,,customer support,07:59:28,NONE,,"2017-07-05 07:59:28 DERIC: Hey, there's a job opportunity in new vision of yesterday page 27, left corner down, of an agro chemical distribbuting company.. may i know the name of the company
2017-07-05 07:59:33 Live Support: welcome to Vision Group
2017-07-05 08:31:12 System assistant: joseph banyu has accepted the chat!
2017-07-05 08:32:11 joseph banyu: You can Get a copy of our E paper, for mobile App  access: http://www.visiongroup.co.ug/mobile/app/ 
OR 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-05 09:16:29 joseph banyu: Thank you for your time.

You are currently inactive online so i will close the Chat.  But for any further or future inquiries, do not hesitate to chat us up.
2017-07-05 09:16:31 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4035,32,Uganda,,customer support,03:54:42,NONE,,"2017-07-05 03:54:42 ochieng mike: I can see the Schedulle for parliamentary commission Intervies. Kindly assist. thanks
2017-07-05 03:54:47 Live Support: welcome to Vision Group
2017-07-05 03:55:14 System assistant: joseph banyu has accepted the chat!
2017-07-05 04:10:26 joseph banyu: Hello Mike, who can we assist you?
2017-07-05 04:16:38 ochieng mike: To help me inform me on how i can access the Schedulle shortlist for Interviews that are set on 13 and 14. Thanks.
2017-07-05 04:19:03 joseph banyu: You can Get a copy of our E paper, for mobile App access: http://www.visiongroup.co.ug/mobile/app/ 
OR 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-05 04:39:49 ochieng mike: ok let me try thanks.
2017-07-05 04:40:08 joseph banyu: Thank You for your Time
2017-07-05 04:40:17 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4034,41,Uganda,,customer support,02:52:16,NONE,,"2017-07-05 02:52:16 wandabwa denis: jobs for diploma holders
2017-07-05 02:52:21 Live Support: welcome to Vision Group
2017-07-05 02:52:57 System assistant: atuhaire elizabeth has accepted the chat!
2017-07-05 02:53:15 atuhaire elizabeth: Hello Denis
2017-07-05 02:53:29 wandabwa denis: can you get for me a job for diploma holder specialising in accounts
2017-07-05 02:53:57 wandabwa denis: hello how is worj
2017-07-05 02:54:25 atuhaire elizabeth: Please visit our website at http://www.newvision.co.ug/category/jobs and You can as well look out for various job advertisements made in our Newspaper prints.
2017-07-06 08:30:08 System assistant: elizabeth (eatuhaire@newvision.co.ug) has closed the chat!"
4033,185,Uganda,,customer support,02:29:07,NONE,,"2017-07-05 02:29:07 baitwa: I am not able to access the E-paper Vision or Bukedde.
2017-07-05 02:29:12 Live Support: welcome to Vision Group
2017-07-05 02:30:02 baitwa: I get the message that website under construction for more than a month now!
2017-07-05 02:32:12 System assistant: joseph banyu has accepted the chat!
2017-07-05 02:33:23 joseph banyu: Hello Baitwa, that's unfortunate are you accessing our services on mobile or desktop?
2017-07-05 04:41:22 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4032,1977,Uganda,,customer support,00:39:12,NONE,,"2017-07-05 00:39:12 tedson: what went wrong with the ePaper?
2017-07-05 00:39:17 Live Support: welcome to Vision Group
2017-07-05 00:42:17 tedson: i cant access the epapaer
2017-07-05 00:42:40 tedson: whats wrong? its been almost two months
2017-07-05 01:12:09 System assistant: joseph banyu has accepted the chat!
2017-07-05 01:13:12 joseph banyu: Good Morning Redson, Have you ever accessed our E paper?
2017-07-05 04:41:33 joseph banyu: Thank you for your time.

You are currently inactive online so i will close the Chat.  But for any further or future inquiries, do not hesitate to chat us up.
2017-07-05 04:41:39 System assistant: JosephBanyu (JBanyu@newvision.co.ug) has closed the chat!"
4031,181,Canada,,customer support,21:54:34,NONE,,"2017-07-04 21:54:34 Mickey Rostoker: I am unable to find paper articles in digital format
2017-07-04 21:54:39 Live Support: welcome to Vision Group
2017-07-04 21:57:35 System assistant: Paul Ochen has accepted the chat!
2017-07-04 21:58:18 Paul Ochen: Hello Rostoker, You can Get a copy of our E paper, for mobile access: http://www.visiongroup.co.ug/mobile/app/ 
OR 
for desktop access:https://vizuri.visiongroup.co.ug. Sign Up to get an Account and follow the prompts.
2017-07-04 22:02:41 Mickey Rostoker: I will try that ...
2017-07-04 22:05:09 Paul Ochen: Thank you for your time.

But for any further or future inquiries, do not hesitate to chat us up.
2017-07-04 22:06:16 Mickey Rostoker: OK. I will get back to you if this does not work.
2017-07-04 22:06:37 Paul Ochen: Okay
2017-07-04 22:06:59 System assistant: Paul (pochen@newvision.co.ug) has closed the chat!"
4030,6,Uganda,,Advertising,16:01:10,NONE,,"2017-07-04 16:01:10 Wanders jacob: I am called by the name Jacob I am Augandan by nationality , age of 29 ,and   devoce  I am having three kids .black from northern.lira town I need a woman who is rich  either white or any for real marriage for the rest of our life with her I am working and I  am OK if interest can call me on that number
2017-07-04 16:01:15 Live Support: welcome to Vision Group
2017-07-04 16:01:16 System assistant: Paul Ochen has accepted the chat!
2017-07-04 16:02:14 Paul Ochen: Hello Jacob, kindly write to intimate@newvision.co.ug
2017-07-04 16:05:40 System assistant: Paul (pochen@newvision.co.ug) has closed the chat!"
